_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
6709,2016Q3,S08000019,"",S08000019,Cervical,"",1,"",1,""
6710,2016Q3,S08000019,"",S08000019,Colorectal,"",70,"",34,""
6711,2016Q3,S08000019,"",S08000019,Lung,"",114,"",110,""
6712,2016Q3,S08000019,"",S08000019,Lymphoma,"",203,"",203,""
6713,2016Q3,S08000019,"",S08000019,Melanoma,"",81,"",45,""
6714,2016Q3,S08000019,"",S08000019,Upper GI,"",185,"",161,""
6715,2016Q3,S08000019,"",S08000019,Urological,"",240,"",217,""
6716,2016Q3,S08000019,"",S08000019,All Cancer Types,d,63,"",44,""
6717,2016Q3,S08000019,"",S08000024,Upper GI,"",1,"",2,""
6718,2016Q3,S08000019,"",S08000024,All Cancer Types,d,1,"",2,""
6719,2016Q3,S08000019,"",S08000031,Cervical,"",203,"",109,""
6720,2016Q3,S08000019,"",S08000031,Colorectal,"",252,"",109,""
6721,2016Q3,S08000019,"",S08000031,Head & Neck,"",113,"",2,""
6722,2016Q3,S08000019,"",S08000031,Lung,"",368,"",306,""
6723,2016Q3,S08000019,"",S08000031,Lymphoma,"",1,"",1,""
6724,2016Q3,S08000019,"",S08000031,Ovarian,"",252,"",203,""
6725,2016Q3,S08000019,"",S08000031,Upper GI,"",252,"",203,""
6726,2016Q3,S08000019,"",S08000031,Urological,"",1,"",2,""
6727,2016Q3,S08000019,"",S08000031,All Cancer Types,d,185,"",88,""
6728,2016Q3,S08000019,"",SB0801,Lung,"",284,"",109,""
6729,2016Q3,S08000019,"",SB0801,All Cancer Types,d,284,"",109,""
6730,2016Q3,S08000020,"",S08000020,Breast,"",393,"",337,""
6731,2016Q3,S08000020,"",S08000020,Cervical,"",1,"",2,""
6732,2016Q3,S08000020,"",S08000020,Colorectal,"",326,"",241,""
6733,2016Q3,S08000020,"",S08000020,Head & Neck,"",2,"",388,""
6734,2016Q3,S08000020,"",S08000020,Lung,"",326,"",293,""
6735,2016Q3,S08000020,"",S08000020,Lymphoma,"",59,"",56,""
6736,2016Q3,S08000020,"",S08000020,Melanoma,"",114,"",110,""
6737,2016Q3,S08000020,"",S08000020,Ovarian,"",340,"",306,""
6738,2016Q3,S08000020,"",S08000020,Upper GI,"",243,"",233,""
6739,2016Q3,S08000020,"",S08000020,Urological,"",314,"",267,""
6740,2016Q3,S08000020,"",S08000020,All Cancer Types,d,238,"",205,""
6741,2016Q3,S08000020,"",S08000022,Lung,"",1,"",2,""
6742,2016Q3,S08000020,"",S08000022,All Cancer Types,d,1,"",2,""
6743,2016Q3,S08000020,"",S08000026,Breast,"",368,"",369,""
6744,2016Q3,S08000020,"",S08000026,All Cancer Types,d,368,"",369,""
6745,2016Q3,S08000022,"",S08000020,Lung,"",113,"",109,""
6746,2016Q3,S08000022,"",S08000020,Ovarian,"",1,"",2,""
6747,2016Q3,S08000022,"",S08000020,Urological,"",203,"",1,""
6748,2016Q3,S08000022,"",S08000020,All Cancer Types,d,316,"",203,""
6749,2016Q3,S08000022,"",S08000022,Breast,"",287,"",283,""
6750,2016Q3,S08000022,"",S08000022,Cervical,"",113,"",109,""
6751,2016Q3,S08000022,"",S08000022,Colorectal,"",166,"",110,""
6752,2016Q3,S08000022,"",S08000022,Head & Neck,"",203,"",2,""
6753,2016Q3,S08000022,"",S08000022,Lung,"",211,"",204,""
6754,2016Q3,S08000022,"",S08000022,Lymphoma,"",396,"",388,""
6755,2016Q3,S08000022,"",S08000022,Melanoma,"",81,"",78,""
6756,2016Q3,S08000022,"",S08000022,Ovarian,"",1,"",2,""
6757,2016Q3,S08000022,"",S08000022,Upper GI,"",81,"",78,""
6758,2016Q3,S08000022,"",S08000022,Urological,"",166,"",45,""
6759,2016Q3,S08000022,"",S08000022,All Cancer Types,d,93,"",70,""
6760,2016Q3,S08000022,"",S08000024,Breast,"",1,"",2,""
6761,2016Q3,S08000022,"",S08000024,Melanoma,"",1,"",2,""
6762,2016Q3,S08000022,"",S08000024,Urological,"",1,"",2,""
6763,2016Q3,S08000022,"",S08000024,All Cancer Types,d,203,"",203,""
6764,2016Q3,S08000022,"",S08000028,Breast,"",1,"",2,""
6765,2016Q3,S08000022,"",S08000028,Upper GI,"",1,"",2,""
6766,2016Q3,S08000022,"",S08000028,All Cancer Types,d,113,"",109,""
6767,2016Q3,S08000022,"",S08000031,Colorectal,"",1,"",2,""
6768,2016Q3,S08000022,"",S08000031,Lung,"",113,"",109,""
6769,2016Q3,S08000022,"",S08000031,Lymphoma,"",1,"",2,""
6770,2016Q3,S08000022,"",S08000031,All Cancer Types,d,252,"",240,""
6771,2016Q3,S08000022,"",SB0801,Lung,"",1,"",1,""
6772,2016Q3,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
6773,2016Q3,S08000024,"",S08000016,Breast,"",1,"",2,""
6774,2016Q3,S08000024,"",S08000016,All Cancer Types,d,1,"",2,""
6775,2016Q3,S08000024,"",S08000019,Breast,"",113,"",109,""
6776,2016Q3,S08000024,"",S08000019,All Cancer Types,d,113,"",109,""
6777,2016Q3,S08000024,"",S08000024,Breast,"",73,"",70,""
6778,2016Q3,S08000024,"",S08000024,Cervical,"",203,"",203,""
6779,2016Q3,S08000024,"",S08000024,Colorectal,"",308,"",234,""
6780,2016Q3,S08000024,"",S08000024,Head & Neck,"",48,"",24,""
6781,2016Q3,S08000024,"",S08000024,Lung,"",301,"",293,""
6782,2016Q3,S08000024,"",S08000024,Lymphoma,"",59,"",24,""
6783,2016Q3,S08000024,"",S08000024,Melanoma,"",81,"",67,""
6784,2016Q3,S08000024,"",S08000024,Ovarian,"",316,"",306,""
6785,2016Q3,S08000024,"",S08000024,Upper GI,"",185,"",170,""
6786,2016Q3,S08000024,"",S08000024,Urological,"",358,"",283,""
6787,2016Q3,S08000024,"",S08000024,All Cancer Types,d,264,"",235,""
6788,2016Q3,S08000024,"",S08000029,Breast,"",252,"",240,""
6789,2016Q3,S08000024,"",S08000029,All Cancer Types,d,252,"",240,""
6790,2016Q3,S08000025,"",S08000020,Colorectal,"",113,"",2,""
6791,2016Q3,S08000025,"",S08000020,Urological,"",1,"",2,""
6792,2016Q3,S08000025,"",S08000020,All Cancer Types,d,203,"",109,""
6793,2016Q3,S08000025,"",S08000025,Breast,"",1,"",2,""
6794,2016Q3,S08000025,"",S08000025,Colorectal,"",113,"",109,""
6795,2016Q3,S08000025,"",S08000025,Lung,"",1,"",2,""
6796,2016Q3,S08000025,"",S08000025,All Cancer Types,d,252,"",240,""
6797,2016Q3,S08000026,"",S08000020,Colorectal,"",113,"",2,""
6798,2016Q3,S08000026,"",S08000020,Head & Neck,"",113,"",109,""
6799,2016Q3,S08000026,"",S08000020,Lung,"",1,"",2,""
6800,2016Q3,S08000026,"",S08000020,Lymphoma,"",1,"",1,""
6801,2016Q3,S08000026,"",S08000020,Upper GI,"",1,"",2,""
6802,2016Q3,S08000026,"",S08000020,Urological,"",1,"",2,""
6803,2016Q3,S08000026,"",S08000020,All Cancer Types,d,368,"",306,""
6804,2016Q3,S08000026,"",S08000026,Breast,"",1,"",2,""
6805,2016Q3,S08000026,"",S08000026,Colorectal,"",113,"",109,""
6806,2016Q3,S08000026,"",S08000026,Melanoma,"",1,"",2,""
6807,2016Q3,S08000026,"",S08000026,Upper GI,"",1,"",2,""
6808,2016Q3,S08000026,"",S08000026,Urological,"",1,"",2,""
6809,2016Q3,S08000026,"",S08000026,All Cancer Types,d,316,"",306,""
6810,2016Q3,S08000028,"",S08000022,Colorectal,"",1,"",2,""
6811,2016Q3,S08000028,"",S08000022,Lung,"",1,"",1,""
6812,2016Q3,S08000028,"",S08000022,Upper GI,"",113,"",109,""
6813,2016Q3,S08000028,"",S08000022,Urological,"",1,"",1,""
6814,2016Q3,S08000028,"",S08000022,All Cancer Types,d,284,"",203,""
6815,2016Q3,S08000028,"",S08000028,Lung,"",252,"",240,""
6816,2016Q3,S08000028,"",S08000028,All Cancer Types,d,252,"",240,""
6817,2016Q3,S08000028,"",S08000031,Head & Neck,"",1,"",2,""
6818,2016Q3,S08000028,"",S08000031,Ovarian,"",1,"",2,""
6819,2016Q3,S08000028,"",S08000031,All Cancer Types,d,113,"",109,""
6820,2016Q3,S08000028,"",SB0801,Lung,"",1,"",1,""
6821,2016Q3,S08000028,"",SB0801,All Cancer Types,d,1,"",1,""
6822,2016Q3,S08000029,"",S08000024,Cervical,"",113,"",2,""
6823,2016Q3,S08000029,"",S08000024,Colorectal,"",252,"",203,""
6824,2016Q3,S08000029,"",S08000024,Head & Neck,"",113,"",109,""
6825,2016Q3,S08000029,"",S08000024,Lung,"",135,"",88,""
6826,2016Q3,S08000029,"",S08000024,Lymphoma,"",1,"",2,""
6827,2016Q3,S08000029,"",S08000024,Upper GI,"",203,"",203,""
6828,2016Q3,S08000029,"",S08000024,Urological,"",1,"",2,""
6829,2016Q3,S08000029,"",S08000024,All Cancer Types,d,233,"",195,""
6830,2016Q3,S08000029,"",S08000029,Breast,"",145,"",88,""
6831,2016Q3,S08000029,"",S08000029,Colorectal,"",211,"",187,""
6832,2016Q3,S08000029,"",S08000029,Head & Neck,"",1,"",2,""
6833,2016Q3,S08000029,"",S08000029,Lung,"",240,"",233,""
6834,2016Q3,S08000029,"",S08000029,Lymphoma,"",340,"",331,""
6835,2016Q3,S08000029,"",S08000029,Melanoma,"",340,"",331,""
6836,2016Q3,S08000029,"",S08000029,Ovarian,"",284,"",203,""
6837,2016Q3,S08000029,"",S08000029,Upper GI,"",48,"",45,""
6838,2016Q3,S08000029,"",S08000029,Urological,"",185,"",121,""
6839,2016Q3,S08000029,"",S08000029,All Cancer Types,d,62,"",41,""
6840,2016Q3,S08000029,"",S08000030,Lung,"",203,"",2,""
6841,2016Q3,S08000029,"",S08000030,Melanoma,"",113,"",109,""
6842,2016Q3,S08000029,"",S08000030,All Cancer Types,d,284,"",203,""
6843,2016Q3,S08000030,"",S08000020,Cervical,"",1,"",2,""
6844,2016Q3,S08000030,"",S08000020,All Cancer Types,d,1,"",2,""
6845,2016Q3,S08000030,"",S08000024,Lung,"",1,"",2,""
6846,2016Q3,S08000030,"",S08000024,All Cancer Types,d,1,"",2,""
6847,2016Q3,S08000030,"",S08000030,Breast,"",373,"",320,""
6848,2016Q3,S08000030,"",S08000030,Colorectal,"",248,"",195,""
6849,2016Q3,S08000030,"",S08000030,Head & Neck,"",252,"",109,""
6850,2016Q3,S08000030,"",S08000030,Lung,"",211,"",204,""
6851,2016Q3,S08000030,"",S08000030,Melanoma,"",340,"",331,""
6852,2016Q3,S08000030,"",S08000030,Ovarian,"",113,"",2,""
6853,2016Q3,S08000030,"",S08000030,Upper GI,"",135,"",121,""
6854,2016Q3,S08000030,"",S08000030,Urological,"",243,"",211,""
6855,2016Q3,S08000030,"",S08000030,All Cancer Types,d,139,"",96,""
6856,2016Q3,S08000031,"",S08000019,Urological,"",1,"",1,""
6857,2016Q3,S08000031,"",S08000019,All Cancer Types,d,1,"",1,""
6858,2016Q3,S08000031,"",S08000031,Breast,"",168,"",136,""
6859,2016Q3,S08000031,"",S08000031,Cervical,"",252,"",240,""
6860,2016Q3,S08000031,"",S08000031,Colorectal,"",404,"",341,""
6861,2016Q3,S08000031,"",S08000031,Head & Neck,"",248,"",195,""
6862,2016Q3,S08000031,"",S08000031,Lung,"",31,"",17,""
6863,2016Q3,S08000031,"",S08000031,Lymphoma,"",145,"",99,""
6864,2016Q3,S08000031,"",S08000031,Melanoma,"",248,"",238,""
6865,2016Q3,S08000031,"",S08000031,Ovarian,"",59,"",56,""
6866,2016Q3,S08000031,"",S08000031,Upper GI,"",347,"",312,""
6867,2016Q3,S08000031,"",S08000031,Urological,"",42,"",359,""
6868,2016Q3,S08000031,"",S08000031,All Cancer Types,d,364,"",318,""
6869,2016Q3,S08000031,"",S08000032,Breast,"",252,"",240,""
6870,2016Q3,S08000031,"",S08000032,Lung,"",1,"",2,""
6871,2016Q3,S08000031,"",S08000032,All Cancer Types,d,284,"",279,""
6872,2016Q3,S08000031,"",SB0801,Lung,"",145,"",88,""
6873,2016Q3,S08000031,"",SB0801,All Cancer Types,d,145,"",88,""
6874,2016Q3,S08000032,"",S08000024,Urological,"",113,"",2,""
6875,2016Q3,S08000032,"",S08000024,All Cancer Types,d,113,"",2,""
6876,2016Q3,S08000032,"",S08000031,Breast,"",113,"",109,""
6877,2016Q3,S08000032,"",S08000031,Cervical,"",203,"",109,""
6878,2016Q3,S08000032,"",S08000031,Colorectal,"",284,"",203,""
6879,2016Q3,S08000032,"",S08000031,Head & Neck,"",252,"",240,""
6880,2016Q3,S08000032,"",S08000031,Lung,"",284,"",279,""
6881,2016Q3,S08000032,"",S08000031,Lymphoma,"",1,"",1,""
6882,2016Q3,S08000032,"",S08000031,Melanoma,"",203,"",203,""
6883,2016Q3,S08000032,"",S08000031,Ovarian,"",1,"",1,""
6884,2016Q3,S08000032,"",S08000031,Upper GI,"",113,"",109,""
6885,2016Q3,S08000032,"",S08000031,Urological,"",316,"",279,""
6886,2016Q3,S08000032,"",S08000031,All Cancer Types,d,219,"",170,""
6887,2016Q3,S08000032,"",S08000032,Breast,"",332,"",320,""
6888,2016Q3,S08000032,"",S08000032,Colorectal,"",265,"",250,""
6889,2016Q3,S08000032,"",S08000032,Head & Neck,"",340,"",331,""
6890,2016Q3,S08000032,"",S08000032,Lung,"",211,"",211,""
6891,2016Q3,S08000032,"",S08000032,Lymphoma,"",203,"",203,""
6892,2016Q3,S08000032,"",S08000032,Melanoma,"",156,"",153,""
6893,2016Q3,S08000032,"",S08000032,Ovarian,"",284,"",240,""
6894,2016Q3,S08000032,"",S08000032,Upper GI,"",135,"",132,""
6895,2016Q3,S08000032,"",S08000032,Urological,"",306,"",287,""
6896,2016Q3,S08000032,"",S08000032,All Cancer Types,d,173,"",164,""
6897,2016Q3,S08000032,"",SB0801,Lung,"",29,"",24,""
6898,2016Q3,S08000032,"",SB0801,All Cancer Types,d,29,"",24,""
6899,2016Q3,S92000003,d,S08000015,Breast,"",375,"",359,""
6900,2016Q3,S92000003,d,S08000015,Colorectal,"",219,"",211,""
6901,2016Q3,S92000003,d,S08000015,Head & Neck,"",316,"",240,""
6902,2016Q3,S92000003,d,S08000015,Lung,"",219,"",217,""
6903,2016Q3,S92000003,d,S08000015,Lymphoma,"",340,"",306,""
6904,2016Q3,S92000003,d,S08000015,Melanoma,"",29,"",24,""
6905,2016Q3,S92000003,d,S08000015,Ovarian,"",113,"",109,""
6906,2016Q3,S92000003,d,S08000015,Upper GI,"",166,"",153,""
6907,2016Q3,S92000003,d,S08000015,Urological,"",204,"",204,""
6908,2016Q3,S92000003,d,S08000015,All Cancer Types,d,143,"",130,""
6909,2016Q3,S92000003,d,S08000016,Breast,"",29,"",24,""
6910,2016Q3,S92000003,d,S08000016,Colorectal,"",29,"",24,""
6911,2016Q3,S92000003,d,S08000016,Lung,"",70,"",67,""
6912,2016Q3,S92000003,d,S08000016,Lymphoma,"",252,"",240,""
6913,2016Q3,S92000003,d,S08000016,Melanoma,"",316,"",306,""
6914,2016Q3,S92000003,d,S08000016,Ovarian,"",252,"",240,""
6915,2016Q3,S92000003,d,S08000016,Upper GI,"",17,"",14,""
6916,2016Q3,S92000003,d,S08000016,Urological,"",59,"",56,""
6917,2016Q3,S92000003,d,S08000016,All Cancer Types,d,369,"",370,""
6918,2016Q3,S92000003,d,S08000017,Breast,"",340,"",331,""
6919,2016Q3,S92000003,d,S08000017,Cervical,"",1,"",1,""
6920,2016Q3,S92000003,d,S08000017,Colorectal,"",81,"",78,""
6921,2016Q3,S92000003,d,S08000017,Lung,"",81,"",78,""
6922,2016Q3,S92000003,d,S08000017,Lymphoma,"",203,"",203,""
6923,2016Q3,S92000003,d,S08000017,Melanoma,"",113,"",109,""
6924,2016Q3,S92000003,d,S08000017,Ovarian,"",113,"",109,""
6925,2016Q3,S92000003,d,S08000017,Upper GI,"",17,"",14,""
6926,2016Q3,S92000003,d,S08000017,Urological,"",17,"",3,""
6927,2016Q3,S92000003,d,S08000017,All Cancer Types,d,345,"",328,""
6928,2016Q3,S92000003,d,S08000019,Breast,"",228,"",226,""
6929,2016Q3,S92000003,d,S08000019,Cervical,"",1,"",1,""
6930,2016Q3,S92000003,d,S08000019,Colorectal,"",70,"",34,""
6931,2016Q3,S92000003,d,S08000019,Lung,"",114,"",110,""
6932,2016Q3,S92000003,d,S08000019,Lymphoma,"",203,"",203,""
6933,2016Q3,S92000003,d,S08000019,Melanoma,"",81,"",45,""
6934,2016Q3,S92000003,d,S08000019,Upper GI,"",185,"",161,""
6935,2016Q3,S92000003,d,S08000019,Urological,"",243,"",217,""
6936,2016Q3,S92000003,d,S08000019,All Cancer Types,d,66,"",47,""
6937,2016Q3,S92000003,d,S08000020,Breast,"",393,"",337,""
6938,2016Q3,S92000003,d,S08000020,Cervical,"",113,"",109,""
6939,2016Q3,S92000003,d,S08000020,Colorectal,"",334,"",246,""
6940,2016Q3,S92000003,d,S08000020,Head & Neck,"",29,"",14,""
6941,2016Q3,S92000003,d,S08000020,Lung,"",332,"",299,""
6942,2016Q3,S92000003,d,S08000020,Lymphoma,"",70,"",56,""
6943,2016Q3,S92000003,d,S08000020,Melanoma,"",114,"",110,""
6944,2016Q3,S92000003,d,S08000020,Ovarian,"",368,"",331,""
6945,2016Q3,S92000003,d,S08000020,Upper GI,"",248,"",234,""
6946,2016Q3,S92000003,d,S08000020,Urological,"",327,"",276,""
6947,2016Q3,S92000003,d,S08000020,All Cancer Types,d,246,"",213,""
6948,2016Q3,S92000003,d,S08000022,Breast,"",292,"",287,""
6949,2016Q3,S92000003,d,S08000022,Cervical,"",113,"",109,""
6950,2016Q3,S92000003,d,S08000022,Colorectal,"",175,"",121,""
6951,2016Q3,S92000003,d,S08000022,Head & Neck,"",203,"",2,""
6952,2016Q3,S92000003,d,S08000022,Lung,"",223,"",211,""
6953,2016Q3,S92000003,d,S08000022,Lymphoma,"",396,"",388,""
6954,2016Q3,S92000003,d,S08000022,Melanoma,"",81,"",78,""
6955,2016Q3,S92000003,d,S08000022,Ovarian,"",1,"",2,""
6956,2016Q3,S92000003,d,S08000022,Upper GI,"",102,"",99,""
6957,2016Q3,S92000003,d,S08000022,Urological,"",175,"",45,""
6958,2016Q3,S92000003,d,S08000022,All Cancer Types,d,100,"",75,""
6959,2016Q3,S92000003,d,S08000024,Breast,"",74,"",71,""
6960,2016Q3,S92000003,d,S08000024,Cervical,"",316,"",240,""
6961,2016Q3,S92000003,d,S08000024,Colorectal,"",326,"",250,""
6962,2016Q3,S92000003,d,S08000024,Head & Neck,"",102,"",78,""
6963,2016Q3,S92000003,d,S08000024,Lung,"",373,"",354,""
6964,2016Q3,S92000003,d,S08000024,Lymphoma,"",81,"",45,""
6965,2016Q3,S92000003,d,S08000024,Melanoma,"",102,"",88,""
6966,2016Q3,S92000003,d,S08000024,Ovarian,"",368,"",369,""
6967,2016Q3,S92000003,d,S08000024,Upper GI,"",236,"",229,""
6968,2016Q3,S92000003,d,S08000024,Urological,"",375,"",293,""
6969,2016Q3,S92000003,d,S08000024,All Cancer Types,d,283,"",251,""
6970,2016Q3,S92000003,d,S08000025,Breast,"",1,"",2,""
6971,2016Q3,S92000003,d,S08000025,Colorectal,"",113,"",109,""
6972,2016Q3,S92000003,d,S08000025,Lung,"",1,"",2,""
6973,2016Q3,S92000003,d,S08000025,All Cancer Types,d,252,"",240,""
6974,2016Q3,S92000003,d,S08000026,Breast,"",396,"",388,""
6975,2016Q3,S92000003,d,S08000026,Colorectal,"",113,"",109,""
6976,2016Q3,S92000003,d,S08000026,Melanoma,"",1,"",2,""
6977,2016Q3,S92000003,d,S08000026,Upper GI,"",1,"",2,""
6978,2016Q3,S92000003,d,S08000026,Urological,"",1,"",2,""
6979,2016Q3,S92000003,d,S08000026,All Cancer Types,d,48,"",45,""
6980,2016Q3,S92000003,d,S08000028,Breast,"",1,"",2,""
6981,2016Q3,S92000003,d,S08000028,Lung,"",252,"",240,""
6982,2016Q3,S92000003,d,S08000028,Upper GI,"",1,"",2,""
6983,2016Q3,S92000003,d,S08000028,All Cancer Types,d,316,"",306,""
6984,2016Q3,S92000003,d,S08000029,Breast,"",185,"",132,""
6985,2016Q3,S92000003,d,S08000029,Colorectal,"",211,"",187,""
6986,2016Q3,S92000003,d,S08000029,Head & Neck,"",1,"",2,""
6987,2016Q3,S92000003,d,S08000029,Lung,"",240,"",233,""
6988,2016Q3,S92000003,d,S08000029,Lymphoma,"",340,"",331,""
6989,2016Q3,S92000003,d,S08000029,Melanoma,"",340,"",331,""
6990,2016Q3,S92000003,d,S08000029,Ovarian,"",284,"",203,""
6991,2016Q3,S92000003,d,S08000029,Upper GI,"",48,"",45,""
6992,2016Q3,S92000003,d,S08000029,Urological,"",185,"",121,""
6993,2016Q3,S92000003,d,S08000029,All Cancer Types,d,66,"",46,""
6994,2016Q3,S92000003,d,S08000030,Breast,"",373,"",320,""
6995,2016Q3,S92000003,d,S08000030,Colorectal,"",248,"",195,""
6996,2016Q3,S92000003,d,S08000030,Head & Neck,"",252,"",109,""
6997,2016Q3,S92000003,d,S08000030,Lung,"",228,"",211,""
6998,2016Q3,S92000003,d,S08000030,Melanoma,"",396,"",388,""
6999,2016Q3,S92000003,d,S08000030,Ovarian,"",113,"",2,""
7000,2016Q3,S92000003,d,S08000030,Upper GI,"",135,"",121,""
7001,2016Q3,S92000003,d,S08000030,Urological,"",243,"",211,""
7002,2016Q3,S92000003,d,S08000030,All Cancer Types,d,144,"",100,""
7003,2016Q3,S92000003,d,S08000031,Breast,"",169,"",138,""
7004,2016Q3,S92000003,d,S08000031,Cervical,"",17,"",388,""
7005,2016Q3,S92000003,d,S08000031,Colorectal,"",15,"",380,""
7006,2016Q3,S92000003,d,S08000031,Head & Neck,"",294,"",243,""
7007,2016Q3,S92000003,d,S08000031,Lung,"",56,"",37,""
7008,2016Q3,S92000003,d,S08000031,Lymphoma,"",175,"",110,""
7009,2016Q3,S92000003,d,S08000031,Melanoma,"",263,"",250,""
7010,2016Q3,S92000003,d,S08000031,Ovarian,"",145,"",121,""
7011,2016Q3,S92000003,d,S08000031,Upper GI,"",386,"",337,""
7012,2016Q3,S92000003,d,S08000031,Urological,"",50,"",380,""
7013,2016Q3,S92000003,d,S08000031,All Cancer Types,d,394,"",342,""
7014,2016Q3,S92000003,d,S08000032,Breast,"",341,"",332,""
7015,2016Q3,S92000003,d,S08000032,Colorectal,"",265,"",250,""
7016,2016Q3,S92000003,d,S08000032,Head & Neck,"",340,"",331,""
7017,2016Q3,S92000003,d,S08000032,Lung,"",219,"",217,""
7018,2016Q3,S92000003,d,S08000032,Lymphoma,"",203,"",203,""
7019,2016Q3,S92000003,d,S08000032,Melanoma,"",156,"",153,""
7020,2016Q3,S92000003,d,S08000032,Ovarian,"",284,"",240,""
7021,2016Q3,S92000003,d,S08000032,Upper GI,"",135,"",132,""
7022,2016Q3,S92000003,d,S08000032,Urological,"",306,"",287,""
7023,2016Q3,S92000003,d,S08000032,All Cancer Types,d,179,"",168,""
7024,2016Q3,S92000003,d,SB0801,Lung,"",269,"",226,""
7025,2016Q3,S92000003,d,SB0801,All Cancer Types,d,269,"",226,""
7026,2016Q4,S08000015,"",S08000015,Breast,"",3,"",393,""
7027,2016Q4,S08000015,"",S08000015,Cervical,"",1,"",2,""
7028,2016Q4,S08000015,"",S08000015,Colorectal,"",219,"",211,""
7029,2016Q4,S08000015,"",S08000015,Head & Neck,"",368,"",369,""
7030,2016Q4,S08000015,"",S08000015,Lung,"",145,"",143,""
7031,2016Q4,S08000015,"",S08000015,Lymphoma,"",252,"",240,""
7032,2016Q4,S08000015,"",S08000015,Melanoma,"",203,"",203,""
7033,2016Q4,S08000015,"",S08000015,Ovarian,"",203,"",203,""
7034,2016Q4,S08000015,"",S08000015,Upper GI,"",185,"",161,""
7035,2016Q4,S08000015,"",S08000015,Urological,"",228,"",217,""
7036,2016Q4,S08000015,"",S08000015,All Cancer Types,d,151,"",137,""
7037,2016Q4,S08000015,"",S08000031,Cervical,"",203,"",109,""
7038,2016Q4,S08000015,"",S08000031,Colorectal,"",316,"",203,""
7039,2016Q4,S08000015,"",S08000031,Head & Neck,"",203,"",203,""
7040,2016Q4,S08000015,"",S08000031,Lung,"",29,"",3,""
7041,2016Q4,S08000015,"",S08000031,Melanoma,"",113,"",109,""
7042,2016Q4,S08000015,"",S08000031,Ovarian,"",252,"",203,""
7043,2016Q4,S08000015,"",S08000031,Upper GI,"",340,"",279,""
7044,2016Q4,S08000015,"",S08000031,Urological,"",1,"",2,""
7045,2016Q4,S08000015,"",S08000031,All Cancer Types,d,243,"",195,""
7046,2016Q4,S08000015,"",SB0801,Lung,"",340,"",203,""
7047,2016Q4,S08000015,"",SB0801,All Cancer Types,d,340,"",203,""
7048,2016Q4,S08000016,"",S08000016,Breast,"",340,"",331,""
7049,2016Q4,S08000016,"",S08000016,Cervical,"",1,"",2,""
7050,2016Q4,S08000016,"",S08000016,Colorectal,"",59,"",45,""
7051,2016Q4,S08000016,"",S08000016,Head & Neck,"",1,"",2,""
7052,2016Q4,S08000016,"",S08000016,Lung,"",368,"",369,""
7053,2016Q4,S08000016,"",S08000016,Lymphoma,"",252,"",240,""
7054,2016Q4,S08000016,"",S08000016,Melanoma,"",1,"",2,""
7055,2016Q4,S08000016,"",S08000016,Ovarian,"",1,"",2,""
7056,2016Q4,S08000016,"",S08000016,Upper GI,"",340,"",331,""
7057,2016Q4,S08000016,"",S08000016,Urological,"",81,"",78,""
7058,2016Q4,S08000016,"",S08000016,All Cancer Types,d,324,"",308,""
7059,2016Q4,S08000016,"",S08000024,Colorectal,"",1,"",2,""
7060,2016Q4,S08000016,"",S08000024,Head & Neck,"",113,"",109,""
7061,2016Q4,S08000016,"",S08000024,Lung,"",203,"",203,""
7062,2016Q4,S08000016,"",S08000024,Upper GI,"",113,"",109,""
7063,2016Q4,S08000016,"",S08000024,Urological,"",340,"",279,""
7064,2016Q4,S08000016,"",S08000024,All Cancer Types,d,59,"",34,""
7065,2016Q4,S08000016,"",S08000030,Colorectal,"",1,"",2,""
7066,2016Q4,S08000016,"",S08000030,All Cancer Types,d,1,"",2,""
7067,2016Q4,S08000017,"",S08000017,Breast,"",368,"",369,""
7068,2016Q4,S08000017,"",S08000017,Colorectal,"",29,"",14,""
7069,2016Q4,S08000017,"",S08000017,Head & Neck,"",1,"",2,""
7070,2016Q4,S08000017,"",S08000017,Lung,"",48,"",45,""
7071,2016Q4,S08000017,"",S08000017,Lymphoma,"",252,"",240,""
7072,2016Q4,S08000017,"",S08000017,Melanoma,"",340,"",331,""
7073,2016Q4,S08000017,"",S08000017,Upper GI,"",340,"",331,""
7074,2016Q4,S08000017,"",S08000017,Urological,"",81,"",78,""
7075,2016Q4,S08000017,"",S08000017,All Cancer Types,d,341,"",328,""
7076,2016Q4,S08000017,"",S08000024,Head & Neck,"",203,"",203,""
7077,2016Q4,S08000017,"",S08000024,Lung,"",252,"",240,""
7078,2016Q4,S08000017,"",S08000024,Upper GI,"",203,"",203,""
7079,2016Q4,S08000017,"",S08000024,Urological,"",284,"",203,""
7080,2016Q4,S08000017,"",S08000024,All Cancer Types,d,59,"",34,""
7081,2016Q4,S08000017,"",SB0801,Lung,"",113,"",2,""
7082,2016Q4,S08000017,"",SB0801,All Cancer Types,d,113,"",2,""
7083,2016Q4,S08000019,"",S08000019,Breast,"",114,"",110,""
7084,2016Q4,S08000019,"",S08000019,Cervical,"",1,"",2,""
7085,2016Q4,S08000019,"",S08000019,Colorectal,"",223,"",211,""
