_id,HBR,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,DeathsAgeUnder5,DeathsAge5To9,DeathsAge10To14,DeathsAge15To19,DeathsAge20To24,DeathsAge25To29,DeathsAge30To34,DeathsAge35To39,DeathsAge40To44,DeathsAge45To49,DeathsAge50To54,DeathsAge55To59,DeathsAge60To64,DeathsAge65To69,DeathsAge70To74,DeathsAge75To79,DeathsAge80To84,DeathsAge85To89,DeathsAge90AndOver,DeathsAllAges,MortalityRateAgeUnder5,MortalityRateAge5To9,MortalityRateAge10To14,MortalityRateAge15To19,MortalityRateAge20To24,MortalityRateAge25To29,MortalityRateAge30To34,MortalityRateAge35To39,MortalityRateAge40To44,MortalityRateAge45To49,MortalityRateAge50To54,MortalityRateAge55To59,MortalityRateAge60To64,MortalityRateAge65To69,MortalityRateAge70To74,MortalityRateAge75To79,MortalityRateAge80To84,MortalityRateAge85To89,MortalityRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedMortalityRatio,SMRLower95pcConfidenceInterval,SMRUpper95pcConfidenceInterval
847,S08000031,C15,Oesophagus,All,d,2014-2018,0,0,0,0,0,0,3,0,5,16,35,69,98,108,148,142,114,78,38,854,0,0,0,0,0,0,0.707573871,0,1.41206639,3.906994008,8.173693318,17.73505372,30.58285301,37.88131224,65.00180073,77.92649666,83.20135458,99.85278116,92.28901032,14.7293694,13.75792752,15.75130635,17.92609908,16.70935823, ,19.18499404, ,7.114084535,6.607654674, ,7.638947964, ,105.179182,98.24232961,112.4766087
848,S08000031,C15,Oesophagus,Male, ,2014-2018,0,0,0,0,0,0,2,0,4,13,29,53,71,83,110,78,60,40,19,562,0,0,0,0,0,0,0.940061668,0,2.326433519,6.695405407,14.20684182,28.38550732,45.88845873,61.05140823,105.2591288,101.7055234,114.1205113,151.8141794,167.4894217,20.05745998,18.43324541,21.78643694,25.77960168,23.64022231, ,28.01032704, ,10.58605683,9.690943085, ,11.52014487, ,106.8353344,98.18401427,116.0446675
849,S08000031,C15,Oesophagus,Female, ,2014-2018,0,0,0,0,0,0,1,0,1,3,6,16,27,25,38,64,54,38,19,292,0,0,0,0,0,0,0.473413119,0,0.548986023,1.393022813,2.677662936,7.907287059,16.29273827,16.76164935,30.84866295,60.64568705,63.94997691,73.4058377,63.69213235,9.746360969,8.660412638,10.93081286,10.07259649,8.942435877, ,11.26903263, ,3.642112238,3.18117529, ,4.133780162, ,102.1319845,90.75234667,114.5438399
850,S08000031,C25,Pancreas,All,d,2014-2018,0,0,0,0,0,0,1,1,5,8,34,49,78,104,135,135,112,81,30,773,0,0,0,0,0,0,0.235857957,0.269862559,1.41206639,1.953497004,7.940159224,12.59445844,24.34145443,36.47830067,59.29218309,74.08504964,81.74168169,103.6932727,72.85974499,13.33232148,12.40890057,14.30626671,15.50290145,14.40154643, ,16.64425942, ,6.063526834,5.604565629, ,6.540293206, ,105.071921,97.794448,112.7475757
851,S08000031,C25,Pancreas,Male, ,2014-2018,0,0,0,0,0,0,1,1,4,5,23,30,54,65,72,62,45,22,10,394,0,0,0,0,0,0,0.470030834,0.54600949,2.326433519,2.575155926,11.26749524,16.0672683,34.90108129,47.81134379,68.89688433,80.84285193,85.59038344,83.49779869,88.15232722,14.06163565,12.70727403,15.52104235,17.92097795,16.15855544, ,19.77331156, ,7.430318229,6.682319379, ,8.217427935, ,109.6333072,99.07385684,121.0117547
852,S08000031,C25,Pancreas,Female, ,2014-2018,0,0,0,0,0,0,0,0,1,3,11,19,24,39,63,73,67,59,20,379,0,0,0,0,0,0,0,0,0.548986023,1.393022813,4.909048716,9.389903383,14.48243401,26.14817298,51.14383595,69.17398679,79.34534172,113.9722217,67.04434984,12.65024249,11.40856194,13.99019651,13.08482494,11.79063171, ,14.44544071, ,4.696735439,4.17676413, ,5.246769743, ,100.7157133,90.82999429,111.3838428
853,S08000031,C43,Malignant melanoma of the skin,All,d,2014-2018,0,0,0,0,1,1,1,5,4,7,4,11,14,16,21,24,32,15,9,165,0,0,0,0,0.227679446,0.209005635,0.235857957,1.349312795,1.129653112,1.709309878,0.934136379,2.827327405,4.368979001,5.612046257,9.223228481,13.17067549,23.3547662,19.20245791,21.8579235,2.845838349,2.428171333,3.314725241,3.338940132,2.835837561, ,3.8825193, ,1.367537847,1.144180658, ,1.610514915, ,96.55469035,82.38392432,112.4632639
854,S08000031,C43,Malignant melanoma of the skin,Male, ,2014-2018,0,0,0,0,0,1,1,3,4,4,2,5,7,8,13,14,16,8,2,88,0,0,0,0,0,0.418842905,0.470030834,1.638028469,2.326433519,2.060124741,0.979782194,2.677878049,4.524214241,5.884473082,12.43971523,18.25483753,30.43213634,30.36283589,17.63046544,3.140669891,2.518909091,3.869393146,4.059879214,3.240143153, ,4.970662573, ,1.652948986,1.300986708, ,2.046410514, ,92.78153041,74.41350048,114.3094404
855,S08000031,C43,Malignant melanoma of the skin,Female, ,2014-2018,0,0,0,0,1,0,0,2,0,3,2,6,7,8,8,10,16,7,7,77,0,0,0,0,0.452869836,0,0,1.067167524,0,1.393022813,0.892554312,2.965232647,4.224043254,5.363727791,6.494455359,9.475888601,18.94814131,13.522128,23.46552244,2.570102036,2.028284335,3.212186573,2.61800105,2.062605702, ,3.23860898, ,1.082126709,0.820209211, ,1.379780781, ,101.2609698,79.91357384,126.5588381
856,S08000031,C44,Non-melanoma skin cancer,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,2,2,12,4,9,15,25,15,20,104,0,0,0,0,0,0,0,0,0,0,0.46706819,0.514059528,3.744839144,1.403011564,3.952812206,8.231672182,18.24591109,19.20245791,48.57316333,1.793740535,1.465616,2.173416886,2.414234808,1.953952018, ,2.922468862, ,0.70176344,0.561080784, ,0.85794695, ,115.328168,94.23147042,139.7393785
857,S08000031,C44,Non-melanoma skin cancer,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,1,9,3,8,9,19,14,7,71,0,0,0,0,0,0,0,0,0,0,0.489891097,0.53557561,5.816846881,2.206677406,7.65520937,11.7352527,36.1381619,53.13496281,61.70662906,2.533949571,1.979035638,3.196232592,3.709198218,2.87265672, ,4.651014549, ,1.074513003,0.825164296, ,1.356279154, ,116.2261155,90.77356047,146.6034299
858,S08000031,C44,Non-melanoma skin cancer,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,6,6,1,13,33,0,0,0,0,0,0,0,0,0,0,0.446277156,0.494205441,1.810304252,0.670465974,0.81180692,5.685533161,7.10555299,1.931732571,43.57882739,1.101472301,0.75820285,1.546876634,1.119271398,0.769161364, ,1.534016914, ,0.329013876,0.210009757, ,0.474303944, ,113.4424906,78.08859067,159.3154342
859,S08000031,C16,Stomach,All,d,2014-2018,0,0,0,0,0,0,3,2,4,10,23,44,38,51,55,79,92,68,34,503,0,0,0,0,0,0,0.707573871,0.539725118,1.129653112,2.441871255,5.371284181,11.30930962,11.85865729,17.88839745,24.15607459,43.35347349,67.14495282,87.05114255,82.57437766,8.67549509,7.933805335,9.467853122,10.52532335,9.589698875, ,11.50387387, ,3.855659177,3.492759883, ,4.236237084, ,116.8250441,106.8373791,127.4950129
860,S08000031,C16,Stomach,Male, ,2014-2018,0,0,0,0,0,0,2,0,4,7,14,25,26,40,35,53,46,30,17,299,0,0,0,0,0,0,0.940061668,0,2.326433519,3.605218296,6.858475361,13.38939025,16.80422432,29.42236541,33.49154099,69.10759923,87.49239197,113.8606346,149.8589563,10.67113974,9.495741093,11.95183983,14.28589673,12.66393047, ,16.00418114, ,5.267485372,4.653930934, ,5.918480042, ,115.8401442,103.0806497,129.7427344
861,S08000031,C16,Stomach,Female, ,2014-2018,0,0,0,0,0,0,1,2,0,3,9,19,12,11,20,26,46,38,17,204,0,0,0,0,0,0,0.473413119,1.067167524,0,1.393022813,4.016494404,9.389903383,7.241217007,7.375125712,16.2361384,24.63731036,54.47590625,73.4058377,56.98769736,6.809101499,5.906727372,7.810347672,6.764749969,5.861927636, ,7.731289182, ,2.443832982,2.068386843, ,2.850129371, ,118.2992426,102.6216711,135.6945868
862,S08000022,"C00-C97, excluding C44",All cancer types,All,d,2014-2018,3,1,2,5,2,6,6,17,33,81,164,288,450,665,753,868,782,641,384,5151,3.898534151,1.166398395,2.347335188,5.708935626,2.415838235,7.241828803,6.927766488,19.58367413,34.56945317,69.50582219,128.3817635,237.1131474,395.858441,590.8800114,831.676607,1308.509836,1656.183154,2354.107753,2713.589146,320.4514066,311.7593413,329.3243788,297.2579937,288.9692609, ,305.6622961, ,111.4154804,107.962404, ,114.9221563, ,92.05910983,89.56205794,94.60813256
863,S08000022,"C00-C97, excluding C44",All cancer types,Male, ,2014-2018,2,1,1,2,1,5,1,6,10,49,72,155,257,395,425,462,438,310,164,2756,5.083367222,2.270817721,2.300172513,4.305797757,2.203274065,11.62709578,2.339509639,14.04461506,21.86270223,87.77115016,116.0354553,259.7489652,460.0375906,713.5244495,973.5425495,1539.64075,2184.211839,2990.834539,3960.39604,348.9071332,336.0012357,362.1818041,351.5685715,338.1661529, ,365.227801, ,128.2244846,122.976718, ,133.5803609, ,93.25386518,89.80445212,96.80184185
864,S08000022,"C00-C97, excluding C44",All cancer types,Female, ,2014-2018,1,0,1,3,1,1,5,11,23,32,92,133,193,270,328,406,344,331,220,2395,2.659008722,0,2.396472393,7.293414047,2.673796791,2.509473262,11.39886923,24.95123168,46.25905068,52.70960303,140.0432307,215.2521525,333.8407251,472.1517881,699.5840887,1117.595243,1266.381976,1962.760911,2197.802198,292.9574019,281.3409346,304.9303442,242.947416,233.2686809, ,252.8201334, ,94.60647632,90.15094135, ,99.16797068, ,90.72160135,87.12427112,94.42932299
865,S08000022,C00-C97,All cancer types incl NMSC,All,d,2014-2018,3,1,2,5,2,6,6,17,33,81,167,288,452,666,756,871,785,648,387,5176,3.898534151,1.166398395,2.347335188,5.708935626,2.415838235,7.241828803,6.927766488,19.58367413,34.56945317,69.50582219,130.7302104,237.1131474,397.6178119,591.7685527,834.9900596,1313.032336,1662.536798,2379.815638,2734.789061,322.006694,313.2934175,330.9008752,298.8742087,290.5595186, ,307.3045607, ,111.9343143,108.4740204, ,115.4481803, ,91.96099545,89.47259509,94.50105992
866,S08000022,C00-C97,All cancer types incl NMSC,Male, ,2014-2018,2,1,1,2,1,5,1,6,10,49,74,155,259,396,426,465,441,315,166,2775,5.083367222,2.270817721,2.300172513,4.305797757,2.203274065,11.62709578,2.339509639,14.04461506,21.86270223,87.77115016,119.2586624,259.7489652,463.6176497,715.3308405,975.8332379,1549.638418,2199.172194,3039.073806,4008.693552,351.3125162,338.3617928,364.632005,354.2033651,340.7453985, ,367.9183332, ,129.0449107,123.7819893, ,134.415868, ,93.16182305,89.72752182,96.69391428
867,S08000022,C00-C97,All cancer types incl NMSC,Female, ,2014-2018,1,0,1,3,1,1,5,11,23,32,93,133,193,270,330,406,344,333,221,2401,2.659008722,0,2.396472393,7.293414047,2.673796791,2.509473262,11.39886923,24.95123168,46.25905068,52.70960303,141.5654398,215.2521525,333.8407251,472.1517881,703.8498454,1117.595243,1266.381976,1974.620493,2207.792208,293.6913244,282.0601692,305.6789516,243.5450523,233.8545495, ,253.4295273, ,94.82371794,90.36370751, ,99.38965417, ,90.61111599,87.02261383,94.30959867
868,S08000022,C67,Bladder,All,d,2014-2018,0,0,0,0,0,0,0,0,0,0,2,3,9,14,19,19,31,22,20,139,0,0,0,0,0,0,0,0,0,0,1.565631263,2.469928619,7.91716882,12.43957919,20.98519991,28.64249642,65.65431942,80.79620992,141.332768,8.647397693,7.269636542,10.21032209,8.713859715,7.257386758, ,10.30154561, ,2.548039029,2.1079898, ,3.029182935, ,78.82542013,66.26642777,93.07226946
869,S08000022,C67,Bladder,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,2,5,10,15,13,18,14,13,91,0,0,0,0,0,0,0,0,0,0,1.611603546,3.351599551,8.950147677,18.06391011,34.36032528,43.32322458,89.76213035,135.0699469,313.9338324,11.52051855,9.275602896,14.1446439,12.72157617,10.13151712, ,15.60200188, ,3.614466159,2.873929388, ,4.438613943, ,79.67406232,64.14858498,97.82209321
870,S08000022,C67,Bladder,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,6,13,8,7,48,0,0,0,0,0,0,0,0,0,0,1.52220903,1.618437237,6.918978759,6.994841305,8.531513277,16.51618586,47.8574584,47.43833017,69.93006993,5.87138008,4.329092177,7.784598169,4.70614326,3.466742051, ,6.132033367, ,1.481611898,1.035771687, ,2.006006366, ,77.26517933,56.96924384,102.4424182
871,S08000022,C40-C41,Bone and articular cartilage,All,d,2014-2018,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,2,2,11,0,0,0,1.141787125,0,0,0,0,0,0,0,0.82330954,0,0.88854137,2.208968412,1.507499812,2.117881272,7.345109993,14.1332768,0.684326436,0.341613291,1.224449025,0.603362855, ,z, ,z,0.282167267, ,z, ,z,94.61056927,47.2292553,169.2844426
872,S08000022,C40-C41,Bone and articular cartilage,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.675799775,0,1.806391011,4.581376704,3.332555737,4.98678502,0,0,0.75959463,0.278757842,1.653317722,0.695319181, ,z, ,z,0.271110738, ,z, ,z,87.69986906,32.18430629,190.8856936
873,S08000022,C40-C41,Bone and articular cartilage,Female, ,2014-2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,2.431138016,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85958254,19.98001998,0.611602092,0.198585534,1.427275261,0.511406529, ,z, ,z,0.293223795, ,z, ,z,104.491185,33.92800334,243.8475691
874,S08000022,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,All,d,2014-2018,0,1,0,1,0,2,0,0,0,2,2,5,2,5,3,7,4,4,5,43,0,1.166398395,0,1.141787125,0,2.413942934,0,0,0,1.71619314,1.565631263,4.116547698,1.759370849,4.442706852,3.313452618,10.55249868,8.471525086,14.69021999,35.333192,2.67509425,1.935978973,3.6033344,2.59822633,1.859420621, ,3.458696928, ,1.307233635,0.844388507, ,1.869608648, ,115.0307371,83.24831477,154.9456479
875,S08000022,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Male, ,2014-2018,0,1,0,0,0,1,0,0,0,1,1,2,1,2,3,4,4,2,2,24,0,2.270817721,0,0,0,2.325419157,0,0,0,1.791247962,1.611603546,3.351599551,1.790029535,3.612782023,6.872065056,13.33022295,19.94714008,19.29570671,48.29751268,3.038378519,1.946746448,4.520866393,3.174479884,1.99903649, ,4.617366083, ,1.423572198,0.783117795, ,2.252250417, ,110.961505,71.09512997,165.1019238
876,S08000022,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female, ,2014-2018,0,0,0,1,0,1,0,0,0,1,1,3,1,3,0,3,0,2,3,19,0,0,0,2.431138016,0,2.509473262,0,0,0,1.647175095,1.52220903,4.855311711,1.72974469,5.246130978,0,8.258092931,0,11.85958254,29.97002997,2.324087948,1.399252765,3.629351221,2.021972777, ,z, ,z,1.190895071, ,z, ,z,120.6181453,72.6200028,188.3601752
877,S08000022,ICD-10 C47+C49,Connective tissue,All,d,2014-2018,0,1,0,0,0,2,0,0,0,2,2,4,2,4,1,6,3,2,3,32,0,1.166398395,0,0,0,2.413942934,0,0,0,1.71619314,1.565631263,3.293238159,1.759370849,3.554165482,1.104484206,9.044998869,6.353643815,7.345109993,21.1999152,1.990767814,1.361683711,2.810370163,1.994863475,1.344198212, ,2.77193195, ,1.025066368,0.623858632, ,1.524280513, ,124.2491414,84.98632074,175.4027151
878,S08000022,ICD-10 C47+C49,Connective tissue,Male, ,2014-2018,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3,3,2,2,18,0,2.270817721,0,0,0,2.325419157,0,0,0,1.791247962,1.611603546,1.675799775,1.790029535,1.806391011,2.290688352,9.997667211,14.96035506,19.29570671,48.29751268,2.278783889,1.350551754,3.601460988,2.479160703, ,z, ,z,1.15246146, ,z, ,z,121.7235462,72.14108791,192.3756812
879,S08000022,ICD-10 C47+C49,Connective tissue,Female, ,2014-2018,0,0,0,0,0,1,0,0,0,1,1,3,1,3,0,3,0,0,1,14,0,0,0,0,0,2.509473262,0,0,0,1.647175095,1.52220903,4.855311711,1.72974469,5.246130978,0,8.258092931,0,0,9.99000999,1.712485857,0.936231953,2.873260282,1.510566248, ,z, ,z,0.897671276, ,z, ,z,127.6545555,69.7899334,214.1826532
880,S08000022,C71,Malignant brain cancer,All,d,2014-2018,2,0,1,1,0,1,2,2,6,9,11,11,18,22,21,20,3,9,2,141,2.599022767,0,1.173667594,1.141787125,0,1.206971467,2.309255496,2.303961662,6.285355123,7.722869132,8.610971944,9.056404937,15.83433764,19.54791015,23.19416832,30.14999623,6.353643815,33.05299497,14.1332768,8.771820682,7.383748309,10.34502048,8.244672616,6.917859425, ,9.686163814, ,4.745212741,3.844545265, ,5.739246756, ,105.6453106,88.92776218,124.592481
881,S08000022,C71,Malignant brain cancer,Male, ,2014-2018,1,0,1,0,0,1,1,1,4,7,6,8,7,15,12,11,2,6,2,85,2.541683611,0,2.300172513,0,0,2.325419157,2.339509639,2.340769177,8.745080892,12.53873574,9.669621273,13.4063982,12.53020675,27.09586517,27.48826022,36.65811311,9.973570039,57.88712012,48.29751268,10.76092392,8.595443825,13.30604907,10.43064103,8.292113202, ,12.81080328, ,5.831680188,4.454969936, ,7.390923875, ,109.7031173,87.62695373,135.6496034
882,S08000022,C71,Malignant brain cancer,Female, ,2014-2018,1,0,0,1,0,0,1,1,2,2,5,3,11,7,9,9,1,3,0,56,2.659008722,0,0,2.431138016,0,0,2.279773846,2.268293789,4.022526146,3.294350189,7.611045149,4.855311711,19.02719159,12.24097228,19.19590487,24.77427879,3.681342954,17.78937381,0,6.849943427,5.17437365,8.895221309,6.058704205,4.565884228, ,7.759432526, ,3.658745295,2.560174485, ,4.950365904, ,100.0292682,75.56103418,129.896325
883,S08000022,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2014-2018,2,0,2,1,0,1,2,2,6,9,11,11,18,22,21,20,3,9,2,142,2.599022767,0,2.347335188,1.141787125,0,1.206971467,2.309255496,2.303961662,6.285355123,7.722869132,8.610971944,9.056404937,15.83433764,19.54791015,23.19416832,30.14999623,6.353643815,33.05299497,14.1332768,8.834032176,7.440831647,10.41234251,8.310575607,6.977790106, ,9.758119626, ,4.853053999,3.930369422, ,5.871566225, ,104.3882434,87.92534711,123.0385087
884,S08000022,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,2014-2018,1,0,1,0,0,1,1,1,4,7,6,8,7,15,12,11,2,6,2,85,2.541683611,0,2.300172513,0,0,2.325419157,2.339509639,2.340769177,8.745080892,12.53873574,9.669621273,13.4063982,12.53020675,27.09586517,27.48826022,36.65811311,9.973570039,57.88712012,48.29751268,10.76092392,8.595443825,13.30604907,10.43064103,8.292113202, ,12.81080328, ,5.831680188,4.454969936, ,7.390923875, ,108.0242062,86.28589918,133.5736039
885,S08000022,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female, ,2014-2018,1,0,1,1,0,0,1,1,2,2,5,3,11,7,9,9,1,3,0,57,2.659008722,0,2.396472393,2.431138016,0,0,2.279773846,2.268293789,4.022526146,3.294350189,7.611045149,4.855311711,19.02719159,12.24097228,19.19590487,24.77427879,3.681342954,17.78937381,0,6.972263845,5.280724548,9.033376521,6.190510186,4.677392855, ,7.912423055, ,3.87442781,2.709622277, ,5.244233593, ,99.39911229,75.28391696,128.7830792
886,S08000022,C50,Breast,All,d,2014-2018,0,0,0,0,0,0,1,5,6,9,30,31,31,47,41,47,32,49,40,369,0,0,0,0,0,0,1.154627748,5.759904155,6.285355123,7.722869132,23.48446894,25.52259573,27.27024816,41.76144441,45.28385244,70.85249114,67.77220069,179.9551948,282.665536,22.95604136,20.67326751,25.42202372,18.96139412,17.06443878, ,20.95688563, ,8.317513113,7.356774902, ,9.336357774, ,110.3367192,99.36471527,122.189303
887,S08000022,C50,Breast,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.647853353,0,0.126599105,0.003205212,0.705365066,0.1447178, ,z, ,z,0.034468496, ,z, ,z,37.51332874,0.949755254,209.0108901
888,S08000022,C50,Breast,Female, ,2014-2018,0,0,0,0,0,0,1,5,6,9,30,31,31,47,41,47,32,48,40,368,0,0,0,0,0,0,2.279773846,11.34146895,12.06757844,14.82457585,45.66627089,50.17155435,53.62208538,82.18938533,87.44801109,129.3767893,117.8029745,284.629981,399.6003996,45.01391395,40.5317634,49.85629795,37.77807044,33.99435759, ,41.75856049, ,16.60055773,14.6802884, ,18.6371457, ,110.9218522,99.87707969,122.8543006
889,S08000022,C18-C20,Colorectal cancer,All,d,2014-2018,0,0,0,1,0,0,1,2,2,10,18,31,56,65,66,75,77,84,39,527,0,0,0,1.141787125,0,0,1.154627748,2.303961662,2.095118374,8.580965702,14.09068136,25.52259573,49.26238377,57.75518908,72.89595759,113.0624859,163.0768579,308.4946197,275.5988976,32.78545744,30.04570283,35.70790998,30.00014239,27.43178462, ,32.68178774, ,11.41200802,10.33258563, ,12.54428799, ,92.50484335,84.7745693,100.7506034
890,S08000022,C18-C20,Colorectal cancer,Male, ,2014-2018,0,0,0,1,0,0,0,1,0,8,9,18,38,47,39,34,44,38,13,290,0,0,0,2.152898878,0,0,0,2.340769177,0,14.3299837,14.50443191,30.16439596,68.02112235,84.90037754,89.33684572,113.3068951,219.4185409,366.6184274,313.9338324,36.71374043,32.6094006,41.19171864,36.13534256,31.98927541, ,40.53038585, ,14.16845158,12.43956027, ,16.00820272, ,94.06022434,83.54494801,105.5327583
891,S08000022,C18-C20,Colorectal cancer,Female, ,2014-2018,0,0,0,0,0,0,1,1,2,2,9,13,18,18,27,41,33,46,26,237,0,0,0,0,0,0,2.279773846,2.268293789,4.022526146,3.294350189,13.69988127,21.03968408,31.13540441,31.47678587,57.58771462,112.8606034,121.4843175,272.7703985,259.7402597,28.98993915,25.41631923,32.92530269,23.86494223,20.90903132, ,27.01343466, ,8.65556446,7.39810855, ,10.01026753, ,90.67022753,79.4932144,102.9786462
892,S08000022,C18,Colon,All,d,2014-2018,0,0,0,0,0,0,1,1,2,6,10,17,33,34,36,52,51,59,25,327,0,0,0,0,0,0,1.154627748,1.151980831,2.095118374,5.148579421,7.828156313,13.99626217,29.02961901,30.2104066,39.76143141,78.3899902,108.0119449,216.6807448,176.66596,20.3431586,18.19774187,22.67197829,18.52696104,16.52780731, ,20.63859788, ,6.779944251,5.967591562, ,7.643382538, ,97.33390924,87.06894493,108.4763836
893,S08000022,C18,Colon,Male, ,2014-2018,0,0,0,0,0,0,0,0,0,5,6,7,20,21,23,21,28,25,7,163,0,0,0,0,0,0,0,0,0,8.956239812,9.669621273,11.73059843,35.80059071,37.93421124,52.68583209,69.98367048,139.6299806,241.1963338,169.0412944,20.63565411,17.58930512,24.05802177,20.53346212,17.42940495, ,23.88814158, ,7.61482447,6.398479427, ,8.935449346, ,97.083073,82.75113473,113.1840392
894,S08000022,C18,Colon,Female, ,2014-2018,0,0,0,0,0,0,1,1,2,1,4,10,13,13,13,31,23,34,18,164,0,0,0,0,0,0,2.279773846,2.268293789,4.022526146,1.647175095,6.088836119,16.18437237,22.48668097,22.73323424,27.72741815,85.33362695,84.67088794,201.6129032,179.8201798,20.06054861,17.10777805,23.37660153,16.52045996,14.07518966, ,19.15869513, ,5.945064031,4.900559513, ,7.088972569, ,97.58450366,83.22075645,113.7154373
895,S08000022,C19-C20,Rectum and rectosigmoid junction,All,d,2014-2018,0,0,0,1,0,0,0,1,0,4,8,14,23,31,30,23,26,25,14,200,0,0,0,1.141787125,0,0,0,1.151980831,0,3.432386281,6.26252505,11.52633356,20.23276476,27.54478249,33.13452618,34.67249567,55.06491306,91.81387491,98.9329376,12.44229884,10.77757417,14.29134773,11.47318136,9.898412949, ,13.16249344, ,4.63206377,3.938461585, ,5.381093408, ,85.56406567,74.11597131,98.27973362
896,S08000022,C19-C20,Rectum and rectosigmoid junction,Male, ,2014-2018,0,0,0,1,0,0,0,1,0,3,3,11,18,26,16,13,16,13,6,127,0,0,0,2.152898878,0,0,0,2.340769177,0,5.373743887,4.834810637,18.43379753,32.22053164,46.9661663,36.65101363,43.32322458,79.78856032,125.4220936,144.892538,16.07808633,13.40357615,19.12987233,15.60188044,12.93285308, ,18.51756657, ,6.55362711,5.358895357, ,7.866790636, ,90.44575167,75.40054802,107.6132848
897,S08000022,C19-C20,Rectum and rectosigmoid junction,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,5,3,5,5,14,10,10,12,8,73,0,0,0,0,0,0,0,0,0,1.647175095,7.611045149,4.855311711,8.648723448,8.743551631,29.86029647,27.52697644,36.81342954,71.15749526,79.92007992,8.929390539,6.999216773,11.22736799,7.344482272,5.752489341, ,9.128002546, ,2.710500429,2.044741749, ,3.468648694, ,78.21932302,61.31146301,98.34905529
898,S08000022,C53,Cervix uteri,Female, ,2014-2018,0,0,0,0,0,0,1,0,1,4,2,4,3,3,2,2,4,4,1,31,0,0,0,0,0,0,2.279773846,0,2.011263073,6.588700379,3.044418059,6.473748948,5.189234069,5.246130978,4.265756639,5.505395287,14.72537182,23.71916509,9.99000999,3.791932968,2.57643448,5.382346167,3.24130245,2.194635731, ,4.488824878, ,1.735931053,1.099297933, ,2.515662959, ,97.61853199,66.32705635,138.561714
899,S08000022,C54,Corpus uteri,Female, ,2014-2018,0,0,0,0,0,0,0,0,0,1,0,3,5,8,9,14,9,9,3,61,0,0,0,0,0,0,0,0,0,1.647175095,0,4.855311711,8.648723448,13.98968261,19.19590487,38.53776701,33.13208659,53.36812144,29.97002997,7.461545518,5.707491093,9.58466737,6.149083678,4.69926746, ,7.790847724, ,2.216902712,1.634323614, ,2.886922151, ,99.03015858,75.75022449,127.2083816
900,S08000022,C56,Ovary,Female, ,2014-2018,0,0,0,0,0,0,0,0,1,2,4,4,13,12,19,14,13,6,10,98,0,0,0,0,0,0,0,0,2.011263073,3.294350189,6.088836119,6.473748948,22.48668097,20.98452391,40.52468807,38.53776701,47.8574584,35.57874763,99.9000999,11.987401,9.73195157,14.60880221,10.01861857,8.128281255, ,12.10362539, ,4.143575734,3.267398579, ,5.122255563, ,76.2432252,61.89793562,92.91607057
901,S08000022,C53-C55,Uterus,Female, ,2014-2018,0,0,0,0,0,0,1,0,2,5,2,9,11,16,13,17,17,14,4,111,0,0,0,0,0,0,2.279773846,0,4.022526146,8.235875474,3.044418059,14.56593513,19.02719159,27.97936522,27.72741815,46.79585994,62.58283022,83.0170778,39.96003996,13.57756644,11.16948446,16.35089231,11.31429767,9.297543934, ,13.52605965, ,4.877934752,3.877906599, ,5.990951056, ,101.484323,83.48532665,122.2133027
